"claim_amount","age","kids_driven","homekids","years_on_job","income","parent","home_value","marriage_status","gender","education","occupation","travel_time","car_use","bluebook","total_insurable_value","car_type","red_car","old_claim","claim_frequency","revoked","mvr_points","car_age","claim_flag","urbanicity"
4622,40,0,0,0,0,"No",0,"No","F","High School","Student",40,"Commercial",5500,17,"SUV","no",0,0,"Yes",5,13,1,"Highly Urban/ Urban"
5247,39,0,0,9,42141,"No",181281,"No","F","High School","Blue Collar",5,"Commercial",20080,4,"Pickup","no",0,0,"No",2,4,1,"Highly Urban/ Urban"
4934,25,0,1,10,35714,"Yes",0,"No","M","<High School","Clerical",28,"Private",18850,7,"Van","no",0,0,"No",1,1,1,"Highly Urban/ Urban"
4102,38,3,3,17,3151,"No",107534,"Yes","M","High School","Student",39,"Commercial",5620,1,"Pickup","no",0,0,"Yes",0,1,1,"Highly Urban/ Urban"
2730,28,0,2,8,66783,"No",227215,"Yes","F","Bachelors","Blue Collar",5,"Commercial",10980,10,"SUV","no",8079,2,"No",3,10,1,"Highly Urban/ Urban"
15871,38,0,3,14,40542,"Yes",0,"No","F","High School","Clerical",26,"Private",6210,4,"Sports Car","no",24066,1,"Yes",0,8,1,"Highly Urban/ Urban"
2251,48,0,0,11,73806,"No",216274,"No","F","High School","Blue Collar",16,"Commercial",8850,3,"SUV","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
5161,54,0,0,10,41345,"No",140075,"Yes","M","High School","Blue Collar",35,"Commercial",15870,1,"Minivan","no",8877,1,"No",6,1,1,"Highly Urban/ Urban"
3374,48,0,0,11,34449,"No",164590,"Yes","M","<High School","Blue Collar",47,"Private",1500,1,"Minivan","yes",0,0,"No",3,1,1,"Highly Urban/ Urban"
2581,42,0,0,11,50613,"No",0,"No","F","High School","Clerical",45,"Private",18170,4,"Minivan","no",6784,2,"No",4,1,1,"Highly Urban/ Urban"
3404,36,0,0,10,22362,"No",126267,"No","F","High School","Clerical",34,"Private",9200,1,"SUV","no",4633,1,"No",5,1,1,"Highly Urban/ Urban"
4940,36,0,0,8,51358,"No",178375,"Yes","F","Bachelors","Professional",25,"Private",1500,7,"SUV","no",0,0,"No",0,6,1,"Highly Urban/ Urban"
1840,52,0,0,0,0,"No",0,"Yes","F","High School","Student",62,"Commercial",19240,17,"Minivan","no",6902,2,"Yes",3,9,1,"Highly Urban/ Urban"
2349,46,3,0,12,54216,"No",0,"No","M","Masters","Professional",15,"Commercial",10410,6,"Pickup","yes",0,0,"No",3,19,1,"Highly Urban/ Urban"
5632,31,0,2,7,41196,"No",180045,"Yes","F","High School","Blue Collar",39,"Commercial",26220,4,"Minivan","no",9960,2,"No",4,1,1,"Highly Urban/ Urban"
1978,48,0,0,14,58132,"No",0,"No","F","High School","Manager",32,"Private",6860,6,"SUV","no",7926,3,"No",3,1,1,"Highly Urban/ Urban"
4460,60,0,0,16,3103,"No",114402,"Yes","F","High School","Home Maker",34,"Private",14560,1,"SUV","no",25947,1,"Yes",3,9,1,"Highly Urban/ Urban"
3851,26,0,1,15,157649,"No",362484,"Yes","M","Masters","",35,"Private",4100,7,"Minivan","yes",4364,5,"No",3,17,1,"Highly Urban/ Urban"
2344,52,0,0,0,0,"No",131093,"Yes","F","<High School","Home Maker",22,"Private",1500,1,"SUV","no",6997,3,"No",0,5,1,"Highly Urban/ Urban"
6203,50,0,0,0,0,"No",0,"Yes","F","<High School","Student",27,"Private",1500,1,"Sports Car","no",10709,3,"No",6,7,1,"Highly Urban/ Urban"
3311,25,0,4,0,0,"No",86545,"Yes","F","<High School","Home Maker",17,"Private",17350,6,"SUV","no",1430,2,"No",7,5,1,"Highly Urban/ Urban"
2724,47,0,0,9,54841,"No",209723,"Yes","F","High School","Blue Collar",40,"Commercial",17650,3,"SUV","no",0,0,"No",3,1,1,"Highly Urban/ Urban"
1107,46,0,0,7,39393,"No",176823,"No","M","Bachelors","Blue Collar",8,"Commercial",10040,11,"Pickup","yes",0,0,"Yes",0,7,1,"Highly Urban/ Urban"
4165,37,0,0,9,45464,"No",0,"No","F","Masters","Lawyer",35,"Private",11920,14,"SUV","no",3964,1,"No",4,15,1,"Highly Urban/ Urban"
1373,50,0,0,0,0,"No",55078,"Yes","F","PhD","Home Maker",27,"Private",2590,1,"Sports Car","no",5559,1,"No",1,9,1,"Highly Urban/ Urban"
4117,57,1,2,16,193618,"No",474628,"Yes","F","PhD","Doctor",53,"Private",41440,1,"Pickup","no",1277,3,"No",3,13,1,"Highly Urban/ Urban"
2582,46,1,0,11,34208,"No",160959,"Yes","M","High School","Clerical",35,"Commercial",9090,3,"SUV","no",6583,2,"No",2,1,1,"Highly Rural/ Rural"
3853,30,0,1,10,39710,"No",173759,"Yes","M","High School","Blue Collar",32,"Commercial",21920,4,"Van","no",0,0,"No",0,10,1,"Highly Urban/ Urban"
3539,48,0,0,10,44770,"No",162374,"No","M","Masters","Lawyer",66,"Private",5980,1,"Pickup","yes",0,0,"No",4,14,1,"Highly Urban/ Urban"
5329,45,1,2,17,111268,"No",288071,"Yes","F","Masters","Lawyer",46,"Private",21680,4,"Minivan","no",10366,3,"Yes",3,10,1,"Highly Urban/ Urban"
3979,28,0,3,13,43910,"No",179794,"Yes","M","<High School","Clerical",35,"Commercial",27240,1,"Panel Truck","no",3460,2,"No",0,7,1,"Highly Urban/ Urban"
5521,49,0,0,7,67258,"No",222040,"No","M","Masters","Lawyer",28,"Private",21760,6,"Van","no",0,0,"No",1,10,1,"Highly Urban/ Urban"
5159,37,0,2,12,16829,"No",150388,"Yes","M","<High School","Clerical",30,"Commercial",23830,3,"Panel Truck","no",0,0,"Yes",0,1,1,"Highly Urban/ Urban"
726,37,1,2,12,77,"No",77025,"Yes","F","<High School","Student",24,"Private",8620,1,"SUV","no",5289,2,"No",5,1,1,"Highly Urban/ Urban"
64182,58,0,0,14,56858,"No",201989,"No","M","Bachelors","Blue Collar",17,"Commercial",17480,4,"Van","no",0,0,"No",1,1,1,"Highly Rural/ Rural"
6293,44,2,3,13,18154,"No",108984,"Yes","M","<High School","Blue Collar",77,"Private",8330,6,"Pickup","yes",3401,2,"No",2,1,1,"Highly Urban/ Urban"
2103,27,0,2,10,17686,"No",136423,"Yes","F","<High School","Clerical",60,"Private",10050,10,"Minivan","no",5433,3,"No",0,1,1,"Highly Urban/ Urban"
4232,47,0,0,13,61214,"No",219101,"Yes","M","Bachelors","Blue Collar",53,"Commercial",18180,7,"Van","yes",4723,2,"No",0,7,1,"Highly Urban/ Urban"
1168,44,0,0,9,79664,"No",0,"No","F","Bachelors","Professional",25,"Private",6220,4,"Sports Car","no",0,0,"No",1,1,1,"Highly Urban/ Urban"
1261,58,0,0,11,101448,"No",329765,"Yes","M","Bachelors","Professional",32,"Private",17440,1,"Van","no",0,0,"No",0,12,1,"Highly Urban/ Urban"
2977,50,0,0,14,31436,"No",0,"No","F","High School","Clerical",33,"Private",4680,4,"SUV","no",6909,4,"No",3,1,1,"Highly Rural/ Rural"
4185,40,0,0,11,43386,"No",132248,"No","F","Bachelors","Manager",20,"Private",21880,10,"SUV","no",702,3,"No",1,7,1,"Highly Urban/ Urban"
7345,36,0,2,10,34057,"No",204508,"Yes","M","<High School","Blue Collar",38,"Commercial",6210,4,"Pickup","yes",7098,3,"No",6,7,1,"Highly Rural/ Rural"
4405,35,0,2,14,4290,"No",0,"Yes","M","<High School","Student",35,"Commercial",5430,1,"Pickup","yes",6570,2,"No",6,1,1,"Highly Urban/ Urban"
4337,44,2,3,12,2511,"Yes",0,"No","F","High School","Student",60,"Private",17370,4,"Sports Car","no",0,0,"Yes",1,7,1,"Highly Rural/ Rural"
3887,44,0,2,13,44200,"No",160351,"Yes","F","High School","Clerical",35,"Private",10910,4,"SUV","no",0,0,"No",2,1,1,"Highly Urban/ Urban"
5899,47,0,0,0,0,"No",0,"No","F","Masters","Home Maker",17,"Private",6200,1,"SUV","no",0,0,"No",0,17,1,"Highly Urban/ Urban"
6639,59,0,0,13,66942,"No",303427,"Yes","F","High School","Blue Collar",24,"Commercial",8390,1,"SUV","no",9019,3,"No",3,9,1,"Highly Urban/ Urban"
4290,45,2,3,14,36912,"Yes",0,"No","F","Bachelors","Clerical",60,"Private",9690,9,"SUV","no",34514,1,"Yes",0,12,1,"Highly Urban/ Urban"
7552,37,0,3,0,0,"No",55922,"Yes","M","High School","Student",5,"Commercial",5580,4,"Pickup","yes",12048,3,"Yes",11,1,1,"Highly Urban/ Urban"
4322,43,1,2,11,29081,"Yes",0,"No","F","High School","Clerical",33,"Private",10320,6,"SUV","no",0,0,"No",1,7,1,"Highly Urban/ Urban"
7052,38,0,1,11,1729,"Yes",0,"No","M","High School","Student",35,"Commercial",8860,4,"Pickup","no",0,0,"Yes",0,1,1,"Highly Rural/ Rural"
18689,39,0,0,9,40716,"No",170076,"Yes","F","High School","Professional",64,"Private",10740,1,"Sports Car","no",8784,3,"No",2,8,1,"Highly Urban/ Urban"
42523,46,0,0,14,31276,"No",129120,"Yes","F","Bachelors","Blue Collar",47,"Commercial",30070,7,"Sports Car","no",5008,1,"No",5,9,1,"Highly Urban/ Urban"
6752,52,0,0,0,0,"No",0,"No","F","High School","Student",26,"Commercial",6700,1,"SUV","no",4549,2,"Yes",2,1,1,"Highly Urban/ Urban"
3964,34,0,3,8,47689,"No",143574,"Yes","F","High School","Blue Collar",50,"Commercial",25040,1,"Sports Car","no",0,0,"No",1,1,1,"Highly Urban/ Urban"
5438,40,0,1,13,114032,"Yes",0,"No","F","Masters","Manager",65,"Private",26780,1,"Pickup","no",0,0,"No",3,2,1,"Highly Urban/ Urban"
2928,49,0,0,16,25371,"No",143256,"Yes","M","High School","Blue Collar",20,"Private",4690,4,"Pickup","yes",0,0,"No",3,11,1,"Highly Urban/ Urban"
1691,30,0,0,7,54275,"No",121341,"Yes","F","High School","Professional",17,"Private",7220,1,"Sports Car","no",0,0,"No",5,1,1,"Highly Urban/ Urban"
77907,32,0,2,0,0,"No",0,"Yes","M","<High School","Student",5,"Commercial",17700,13,"Minivan","no",4211,2,"No",0,6,1,"Highly Urban/ Urban"
615,36,2,3,8,41424,"Yes",0,"No","M","Bachelors","Manager",22,"Private",15770,1,"Minivan","yes",8174,3,"No",2,15,1,"Highly Urban/ Urban"
2492,62,2,3,12,47590,"Yes",179494,"No","M","<High School","Blue Collar",19,"Private",22050,7,"SUV","no",0,0,"No",1,4,1,"Highly Urban/ Urban"
2907,33,0,2,12,70408,"No",190139,"Yes","F","Bachelors","Blue Collar",31,"Commercial",18850,1,"SUV","no",2665,3,"No",3,9,1,"Highly Urban/ Urban"
7635,50,0,0,11,98347,"No",282017,"Yes","M","Masters","",64,"Commercial",19610,4,"Van","yes",8924,1,"No",0,1,1,"Highly Urban/ Urban"
5188,53,0,0,10,123954,"No",0,"No","M","Masters","",18,"Commercial",17850,10,"Van","yes",1644,3,"No",3,10,1,"Highly Urban/ Urban"
4442,34,0,3,14,28902,"Yes",0,"No","F","High School","Clerical",6,"Private",16020,10,"SUV","no",5300,1,"No",5,1,1,"Highly Urban/ Urban"
3492,35,0,0,10,39741,"No",0,"No","M","Bachelors","Clerical",10,"Commercial",5130,7,"Pickup","no",4158,1,"No",9,11,1,"Highly Urban/ Urban"
1779,39,0,0,9,36330,"No",0,"No","F","High School","Clerical",47,"Private",14520,7,"Sports Car","no",7191,1,"No",3,1,1,"Highly Urban/ Urban"
4055,47,0,0,10,82503,"No",0,"No","F","Bachelors","Professional",38,"Private",21800,13,"Sports Car","no",6633,4,"No",0,15,1,"Highly Urban/ Urban"
3654,57,0,0,14,11977,"No",130295,"Yes","F","High School","Student",39,"Commercial",16360,9,"Pickup","no",0,0,"No",2,9,1,"Highly Urban/ Urban"
3953,50,0,0,10,80108,"No",0,"No","F","Bachelors","Professional",42,"Private",16140,6,"Sports Car","no",0,0,"Yes",0,13,1,"Highly Urban/ Urban"
2413,38,1,3,14,82527,"Yes",0,"No","M","Bachelors","Blue Collar",36,"Commercial",22560,4,"Panel Truck","no",0,0,"Yes",2,10,1,"Highly Urban/ Urban"
6730,43,0,0,7,50491,"No",240774,"Yes","M","Masters","",57,"Private",3930,1,"Minivan","no",1156,1,"No",4,10,1,"Highly Urban/ Urban"
4515,24,0,3,11,24666,"Yes",0,"No","M","Bachelors","Professional",54,"Commercial",9010,10,"Pickup","yes",0,0,"Yes",1,10,1,"Highly Urban/ Urban"
5100,24,0,2,8,11664,"Yes",91216,"No","M","Bachelors","Manager",15,"Private",2670,1,"Minivan","yes",0,0,"No",0,13,1,"Highly Urban/ Urban"
2758,46,0,0,13,119904,"No",0,"No","F","Masters","Lawyer",22,"Private",23530,10,"Sports Car","no",0,0,"No",2,21,1,"Highly Urban/ Urban"
554,54,0,0,0,0,"No",0,"Yes","F","<High School","Student",36,"Private",6900,6,"SUV","no",0,0,"Yes",0,7,1,"Highly Urban/ Urban"
8131,53,0,0,0,0,"No",118678,"No","F","<High School","Home Maker",29,"Private",6800,6,"SUV","no",1930,2,"No",1,6,1,"Highly Urban/ Urban"
5440,47,0,0,8,5846,"No",99468,"Yes","F","High School","Home Maker",10,"Private",9030,1,"SUV","no",0,0,"No",0,9,1,"Highly Urban/ Urban"
2782,37,0,0,11,36217,"No",186385,"No","F","High School","Blue Collar",57,"Commercial",28090,1,"Minivan","no",0,0,"Yes",0,1,1,"Highly Urban/ Urban"
1487,47,0,0,8,90940,"No",0,"No","M","Bachelors","Professional",50,"Commercial",16710,10,"Van","yes",8490,3,"No",0,10,1,"Highly Urban/ Urban"
2992,26,0,3,15,69789,"No",206181,"Yes","F","High School","Manager",37,"Private",11770,1,"SUV","no",2960,3,"No",5,7,1,"Highly Urban/ Urban"
5603,61,0,0,13,57095,"No",0,"No","M","<High School","Blue Collar",52,"Private",7600,4,"SUV","yes",1904,3,"No",7,6,1,"Highly Urban/ Urban"
3952,45,0,2,15,135768,"No",347575,"Yes","M","Masters","",22,"Commercial",19580,1,"Van","yes",8176,2,"No",6,15,1,"Highly Urban/ Urban"
1257,44,2,4,14,25536,"No",178708,"Yes","F","<High School","Blue Collar",50,"Private",12160,7,"SUV","no",0,0,"Yes",1,6,1,"Highly Urban/ Urban"
3793,46,0,0,8,36110,"No",175359,"No","F","High School","Blue Collar",18,"Commercial",13260,6,"SUV","no",26321,4,"Yes",4,10,1,"Highly Urban/ Urban"
3905,43,1,2,15,58025,"No",211109,"Yes","M","Bachelors","Clerical",16,"Commercial",28840,6,"Panel Truck","yes",0,0,"No",0,8,1,"Highly Urban/ Urban"
4356,60,1,2,17,52002,"Yes",242854,"No","M","Masters","",5,"Commercial",28140,4,"Panel Truck","no",0,0,"No",0,12,1,"Highly Urban/ Urban"
2705,33,0,4,0,0,"Yes",0,"No","M","High School","Student",14,"Commercial",12470,1,"Minivan","yes",10794,2,"Yes",4,5,1,"Highly Urban/ Urban"
3955,50,0,0,15,36015,"No",137355,"Yes","F","Masters","Lawyer",23,"Private",15100,1,"SUV","no",0,0,"No",1,10,1,"Highly Rural/ Rural"
6132,34,0,1,9,28719,"Yes",0,"No","F","High School","Blue Collar",15,"Commercial",14340,4,"SUV","no",0,0,"No",0,7,1,"Highly Urban/ Urban"
5477,40,0,0,11,82505,"No",0,"No","M","Masters","",35,"Commercial",33910,1,"Panel Truck","no",5464,3,"No",2,13,1,"Highly Urban/ Urban"
2943,32,0,2,12,40851,"Yes",112094,"No","F","High School","Clerical",52,"Private",15550,1,"SUV","no",0,0,"No",2,1,1,"Highly Urban/ Urban"
5314,52,0,0,6,115075,"No",0,"No","M","Bachelors","Blue Collar",23,"Commercial",18210,1,"Van","yes",7619,1,"No",3,1,1,"Highly Urban/ Urban"
3917,19,0,1,8,37536,"Yes",0,"No","F","Bachelors","Professional",53,"Private",22810,10,"Pickup","no",4686,1,"No",10,1,1,"Highly Urban/ Urban"
4546,28,0,0,9,36113,"No",187871,"No","M","Bachelors","Blue Collar",75,"Commercial",9240,4,"Pickup","yes",5065,2,"No",5,8,1,"Highly Urban/ Urban"
5571,36,1,4,13,31259,"No",145148,"Yes","M","<High School","Blue Collar",32,"Commercial",21510,14,"Van","no",3719,1,"No",0,8,1,"Highly Urban/ Urban"
4703,39,0,0,8,48490,"No",195777,"No","F","Bachelors","Blue Collar",39,"Commercial",15180,4,"SUV","no",3893,1,"No",0,9,1,"Highly Urban/ Urban"
1467,48,0,0,14,82885,"No",0,"No","M","Bachelors","Manager",60,"Private",21340,1,"Minivan","no",0,0,"No",1,13,1,"Highly Urban/ Urban"
3968,47,0,0,0,0,"No",0,"No","M","<High School","Student",25,"Private",17890,6,"Van","no",0,0,"No",0,5,1,"Highly Urban/ Urban"
2627,26,0,0,9,24722,"No",0,"No","F","<High School","Clerical",31,"Private",7900,4,"SUV","no",1320,2,"No",10,4,1,"Highly Urban/ Urban"
1100,55,0,0,13,32880,"No",197778,"Yes","M","<High School","Blue Collar",27,"Commercial",4790,11,"Pickup","yes",0,0,"No",3,1,1,"Highly Urban/ Urban"
22352,22,0,2,0,0,"No",0,"Yes","F","PhD","Home Maker",47,"Private",13000,6,"SUV","yes",7191,1,"No",0,11,1,"Highly Urban/ Urban"
18392,42,0,2,17,54427,"Yes",0,"No","F","Bachelors","Manager",29,"Private",5700,1,"Sports Car","no",0,0,"No",2,7,1,"Highly Urban/ Urban"
3096,30,0,3,0,0,"Yes",0,"No","F","<High School","Home Maker",49,"Private",6130,9,"SUV","no",0,0,"No",0,1,1,"Highly Rural/ Rural"
8362,57,0,0,13,26634,"No",167976,"Yes","M","High School","Clerical",38,"Commercial",4980,4,"Pickup","no",7795,2,"No",7,9,1,"Highly Urban/ Urban"
12588,44,0,3,17,35066,"Yes",0,"No","F","High School","Clerical",47,"Private",18880,4,"SUV","no",37642,3,"Yes",6,1,1,"Highly Urban/ Urban"
629,44,0,2,17,66200,"Yes",223960,"No","F","Bachelors","Manager",53,"Private",17260,13,"SUV","no",0,0,"No",1,9,1,"Highly Urban/ Urban"
5255,28,0,3,0,0,"Yes",0,"No","F","High School","Student",39,"Private",4300,7,"Sports Car","no",0,0,"No",0,6,1,"Highly Urban/ Urban"
839,57,0,3,12,118155,"Yes",0,"No","F","<High School","Blue Collar",43,"Private",40520,4,"SUV","no",0,0,"No",4,6,1,"Highly Urban/ Urban"
2933,53,0,0,13,117470,"No",357727,"Yes","F","Masters","Manager",50,"Private",14580,1,"Sports Car","no",47097,3,"Yes",0,18,1,"Highly Urban/ Urban"
1497,57,0,0,11,128441,"No",374931,"Yes","M","PhD","",29,"Commercial",20040,1,"Van","yes",6713,3,"No",7,14,1,"Highly Urban/ Urban"
4530,56,2,3,16,55380,"Yes",0,"No","M","High School","Blue Collar",18,"Commercial",11100,1,"Minivan","no",6164,1,"No",7,1,1,"Highly Urban/ Urban"
1909,46,0,0,12,49917,"No",182126,"Yes","F","<High School","Blue Collar",36,"Private",18640,10,"SUV","no",0,0,"No",2,8,1,"Highly Urban/ Urban"
2887,55,0,0,12,27688,"No",0,"No","M","High School","Blue Collar",20,"Commercial",16760,3,"Van","yes",7369,1,"No",3,8,1,"Highly Urban/ Urban"
7099,38,0,3,17,77830,"No",157793,"Yes","F","High School","Blue Collar",58,"Commercial",11630,7,"SUV","no",0,0,"No",2,11,1,"Highly Urban/ Urban"
6062,57,0,0,13,51343,"No",175607,"Yes","F","Bachelors","Professional",22,"Private",15440,10,"SUV","no",1125,1,"No",4,11,1,"Highly Urban/ Urban"
3138,34,0,1,11,45843,"No",158708,"Yes","F","<High School","Blue Collar",12,"Private",19980,21,"SUV","no",0,0,"Yes",0,5,1,"Highly Urban/ Urban"
5094,28,0,3,0,0,"No",0,"Yes","F","High School","Student",45,"Private",4950,1,"SUV","no",8438,1,"No",4,6,1,"Highly Urban/ Urban"
1525,47,0,0,7,76901,"No",229973,"No","F","Masters","Lawyer",34,"Private",18680,6,"SUV","no",0,0,"No",0,17,1,"Highly Urban/ Urban"
4743,58,0,0,13,72840,"No",277784,"Yes","F","Bachelors","Professional",20,"Commercial",27830,6,"Van","no",3589,1,"No",7,10,1,"Highly Urban/ Urban"
2363,43,1,1,10,90610,"No",260271,"Yes","M","Bachelors","Professional",38,"Private",21090,6,"Van","no",1942,1,"No",6,6,1,"Highly Urban/ Urban"
4398,41,1,2,6,52942,"Yes",0,"No","F","Bachelors","Blue Collar",25,"Commercial",24980,1,"Pickup","no",10023,2,"No",2,9,1,"Highly Urban/ Urban"
6882,38,0,2,11,23636,"Yes",98166,"No","M","High School","Clerical",6,"Commercial",4800,14,"Pickup","yes",0,0,"No",0,1,1,"Highly Urban/ Urban"
3350,51,0,0,6,72037,"No",0,"No","M","High School","Manager",13,"Commercial",19980,4,"Van","yes",0,0,"No",0,8,1,"Highly Urban/ Urban"
3398,59,0,0,9,51425,"No",189235,"Yes","F","High School","Blue Collar",19,"Commercial",12540,1,"SUV","no",0,0,"No",3,1,1,"Highly Urban/ Urban"
2637,47,0,0,13,50323,"No",183327,"Yes","M","<High School","Blue Collar",5,"Private",7620,1,"Minivan","no",5513,2,"No",1,1,1,"Highly Urban/ Urban"
6764,42,0,0,14,41901,"No",0,"No","F","Masters","Home Maker",35,"Private",17520,6,"SUV","no",0,0,"No",0,8,1,"Highly Urban/ Urban"
13607,36,0,0,8,28591,"No",0,"No","F","High School","Clerical",29,"Private",5000,13,"Sports Car","no",0,0,"Yes",0,1,1,"Highly Urban/ Urban"
1634,39,0,0,10,39512,"No",0,"No","F","High School","Blue Collar",29,"Commercial",7660,10,"SUV","no",2054,2,"No",1,1,1,"Highly Urban/ Urban"
13787,43,1,2,9,23035,"Yes",0,"No","F","High School","Clerical",62,"Private",15250,12,"SUV","no",2213,3,"No",2,6,1,"Highly Urban/ Urban"
6005,63,0,0,0,0,"No",89932,"Yes","F","PhD","Home Maker",36,"Private",14590,10,"SUV","no",7540,3,"No",4,19,1,"Highly Urban/ Urban"
4803,42,0,1,15,135276,"No",332701,"Yes","M","PhD","Doctor",25,"Private",19230,1,"Van","yes",0,0,"No",0,13,1,"Highly Urban/ Urban"
5077,33,0,1,12,54480,"Yes",180381,"No","M","High School","Blue Collar",48,"Commercial",10250,6,"Pickup","yes",31332,5,"Yes",5,11,1,"Highly Urban/ Urban"
2582,48,0,0,13,70682,"No",263905,"Yes","F","High School","Blue Collar",25,"Commercial",27800,4,"Pickup","no",0,0,"Yes",0,1,1,"Highly Urban/ Urban"
2440,51,0,0,13,147923,"No",388763,"Yes","M","Bachelors","Manager",5,"Commercial",26470,1,"Panel Truck","yes",0,0,"Yes",0,1,1,"Highly Urban/ Urban"
3884,41,0,1,13,24660,"No",147588,"Yes","M","High School","Professional",25,"Commercial",16230,1,"Van","yes",5330,1,"No",0,1,1,"Highly Urban/ Urban"
1157,53,0,0,12,46396,"No",164037,"Yes","M","Bachelors","Blue Collar",29,"Commercial",22340,10,"Van","yes",0,0,"No",0,11,1,"Highly Urban/ Urban"
1824,48,0,0,12,17224,"No",106948,"Yes","M","<High School","Clerical",28,"Commercial",9680,6,"Pickup","yes",0,0,"No",1,9,1,"Highly Urban/ Urban"
4454,40,0,3,0,0,"Yes",0,"No","F","Bachelors","Student",38,"Private",6690,3,"SUV","no",0,0,"No",0,7,1,"Highly Urban/ Urban"
4226,39,0,0,0,0,"No",0,"Yes","F","High School","Student",55,"Commercial",5400,5,"Sports Car","no",27973,3,"Yes",6,8,1,"Highly Urban/ Urban"
5050,41,1,3,0,0,"No",65293,"Yes","F","High School","Home Maker",42,"Private",1500,7,"Sports Car","no",19425,1,"Yes",1,1,1,"Highly Urban/ Urban"
344,61,0,2,16,113754,"Yes",354907,"No","F","Masters","Lawyer",44,"Private",19560,1,"Sports Car","no",44029,4,"Yes",6,18,1,"Highly Urban/ Urban"
5548,50,0,0,9,76091,"No",246609,"Yes","M","High School","Blue Collar",53,"Commercial",38500,1,"Panel Truck","yes",0,0,"No",1,1,1,"Highly Urban/ Urban"
52490,58,1,2,16,108047,"No",261777,"Yes","F","Bachelors","Professional",29,"Private",18100,1,"SUV","no",4646,2,"No",3,10,1,"Highly Urban/ Urban"
4600,62,0,0,14,144823,"No",370308,"Yes","F","PhD","Doctor",17,"Private",22180,4,"Sports Car","no",0,0,"No",0,15,1,"Highly Urban/ Urban"
9082,47,0,0,13,47213,"No",0,"No","F","Masters","Lawyer",40,"Private",27260,5,"Van","no",1957,3,"No",1,16,1,"Highly Urban/ Urban"
3921,49,0,0,12,55015,"No",194953,"Yes","M","Bachelors","Blue Collar",23,"Commercial",6400,4,"Pickup","yes",3034,2,"No",5,7,1,"Highly Urban/ Urban"
1750,50,0,0,11,17671,"No",130075,"Yes","F","<High School","Clerical",81,"Private",8840,1,"SUV","no",5787,1,"No",1,1,1,"Highly Urban/ Urban"
2776,51,0,0,9,163219,"No",0,"No","M","Masters","",26,"Commercial",11940,3,"Pickup","no",0,0,"No",1,20,1,"Highly Urban/ Urban"
5317,60,0,0,5,17461,"No",175587,"No","F","High School","Clerical",30,"Private",11240,10,"Sports Car","no",0,0,"No",0,1,1,"Highly Rural/ Rural"
3332,41,1,2,14,77432,"Yes",191042,"No","F","Bachelors","Professional",43,"Private",18110,1,"Minivan","no",0,0,"No",0,11,1,"Highly Urban/ Urban"
6623,27,0,3,8,35263,"Yes",0,"No","F","High School","Clerical",10,"Private",20150,6,"Sports Car","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
16803,51,1,1,17,48882,"No",179926,"Yes","M","High School","Manager",35,"Commercial",11510,6,"Pickup","yes",42970,1,"Yes",3,1,1,"Highly Urban/ Urban"
3850,46,0,0,0,0,"No",0,"No","F","High School","Home Maker",35,"Private",1500,17,"SUV","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
5268,46,1,0,13,56237,"No",210027,"Yes","M","High School","Blue Collar",42,"Commercial",7440,1,"SUV","no",16165,2,"Yes",2,8,1,"Highly Urban/ Urban"
4637,46,0,0,12,113004,"No",323383,"Yes","M","Masters","",15,"Commercial",29370,3,"Panel Truck","yes",4174,2,"No",3,15,1,"Highly Urban/ Urban"
838,26,0,1,5,49485,"No",174530,"Yes","F","Bachelors","Clerical",23,"Private",17800,8,"Sports Car","no",5269,1,"No",6,5,1,"Highly Urban/ Urban"
1306,47,0,0,0,0,"No",0,"No","F","PhD","Home Maker",28,"Commercial",18040,6,"Sports Car","no",0,0,"No",6,10,1,"Highly Urban/ Urban"
3305,57,0,0,13,40264,"No",0,"No","M","High School","Blue Collar",57,"Commercial",19260,6,"Van","no",0,0,"Yes",3,6,1,"Highly Urban/ Urban"
3621,30,0,0,9,34581,"No",0,"No","F","<High School","Blue Collar",51,"Private",16110,1,"Minivan","no",3062,1,"No",1,1,1,"Highly Urban/ Urban"
2818,54,0,0,13,39480,"No",0,"No","F","Bachelors","Clerical",41,"Private",22610,1,"SUV","no",0,0,"No",4,9,1,"Highly Urban/ Urban"
2451,39,0,0,12,12179,"No",107069,"No","M","<High School","Clerical",51,"Private",2720,10,"Minivan","yes",0,0,"No",5,1,1,"Highly Urban/ Urban"
708,59,0,0,12,106523,"No",0,"No","F","Bachelors","Blue Collar",42,"Commercial",12150,8,"Pickup","no",0,0,"No",0,10,1,"Highly Urban/ Urban"
3646,60,0,0,13,55260,"No",187662,"Yes","F","High School","Professional",36,"Private",16450,1,"SUV","no",1064,2,"No",2,3,1,"Highly Urban/ Urban"
17628,47,0,1,10,82633,"Yes",0,"No","F","Bachelors","Blue Collar",45,"Commercial",14460,6,"SUV","no",15697,2,"Yes",0,10,1,"Highly Urban/ Urban"
5530,29,0,1,0,0,"Yes",0,"No","F","High School","Student",40,"Commercial",15610,4,"SUV","no",7857,2,"No",2,1,1,"Highly Urban/ Urban"
